Race,Sex,Age At Release ,Offense Class,Offense Type,Release Type,Recidivism,Recidivism Type
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,4,Felony,Violent,Parole,0,No Recidivism
White,Male,4,Felony,Violent,Parole,0,No Recidivism
White,Male,4,Felony,Violent,Parole,0,No Recidivism
White,Male,0,Felony,Violent,Parole,0,No Recidivism
White,Female,2,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,1,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,1,Felony,Violent,Other,0,No Recidivism
White,Male,2,Felony,Violent,Other,0,No Recidivism
White,Male,2,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,2,Felony,Violent,Other,0,No Recidivism
White,Male,2,Other,Violent,Other,0,No Recidivism
White,Male,2,Felony,Violent,Other,0,No Recidivism
White,Male,2,Felony,Violent,Other,0,No Recidivism
White,Male,2,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,3,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,3,Felony,Violent,Other,0,No Recidivism
White,Male,3,Felony,Violent,Other,0,No Recidivism
White,Male,3,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,3,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,3,Felony,Violent,Other,0,No Recidivism
White,Male,3,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,3,Felony,Violent,Other,0,No Recidivism
White,Male,3,Felony,Violent,Other,0,No Recidivism
White,Male,4,Felony,Violent,Other,0,No Recidivism
White,Male,4,Felony,Violent,Other,0,No Recidivism
White,Male,4,Felony,Violent,Other,0,No Recidivism
White,Male,4,Felony,Violent,Other,0,No Recidivism
White,Male,4,Felony,Violent,Other,0,No Recidivism
White,Male,4,Felony,Violent,Other,0,No Recidivism
White,Male,0,Felony,Violent,Other,0,No Recidivism
White,Male,0,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,0,Felony,Violent,Other,0,No Recidivism
White,Male,0,Misdemeanor,Violent,Other,0,No Recidivism
White,Male,0,Misdemeanor,Violent,Other,0,No Recidivism
Native American,Male,1,Felony,Violent,Discharged,0,No Recidivism
Native American,Male,3,Felony,Violent,Discharged,0,No Recidivism
Black,Male,1,Felony,Violent,Discharged,0,No Recidivism
Black,Male,2,Felony,Violent,Discharged,0,No Recidivism
Black,Male,2,Felony,Violent,Discharged,0,No Recidivism
Black,Male,2,Felony,Violent,Discharged,0,No Recidivism
Black,Male,3,Felony,Violent,Discharged,0,No Recidivism
Black,Male,3,Felony,Violent,Discharged,0,No Recidivism
Black,Female,1,Felony,Violent,Parole,0,No Recidivism
Black,Female,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,3,Felony,Violent,Parole,0,No Recidivism
Black,Male,3,Felony,Violent,Parole,0,No Recidivism
Black,Male,4,Felony,Violent,Parole,0,No Recidivism
Hispanic,Female,2,Felony,Violent,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Female,1,Felony,Violent,Discharged,0,No Recidivism
White,Female,2,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Discharged,0,No Recidivism
White,Male,2,Felony,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,4,Felony,Violent,Parole,0,No Recidivism
Black,Female,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
Black,Female,1,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,4,Misdemeanor,Public Order,Discharged,0,No Recidivism
Native American,Female,1,Felony,Public Order,Discharged,0,No Recidivism
Native American,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Native American,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Native American,Male,4,Felony,Public Order,Discharged,0,No Recidivism
Native American,Male,1,Felony,Public Order,Parole,0,No Recidivism
Native American,Male,3,Felony,Public Order,Parole,0,No Recidivism
Asian,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Female,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
Black,Female,4,Misdemeanor,Public Order,Discharged,0,No Recidivism
Black,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,2,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,2,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,2,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
Black,Male,2,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,2,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,3,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,3,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,3,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,3,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,3,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,4,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,4,Felony,Public Order,Discharged,0,No Recidivism
Black,Female,2,Felony,Public Order,Parole,0,No Recidivism
Black,Female,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,2,Felony,Public Order,Parole,0,No Recidivism
Black,Male,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,3,Felony,Public Order,Parole,0,No Recidivism
Black,Male,4,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Discharged,0,No Recidivism
Hispanic,Male,4,Felony,Public Order,Discharged,0,No Recidivism
Hispanic,Female,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Misdemeanor,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,3,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,3,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,0,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,0,Misdemeanor,Public Order,Parole,0,No Recidivism
Hispanic,Male,0,Felony,Public Order,Parole,0,No Recidivism
White,Female,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,1,Felony,Public Order,Discharged,0,No Recidivism
White,Female,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,3,Felony,Public Order,Discharged,0,No Recidivism
White,Female,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,3,Felony,Public Order,Discharged,0,No Recidivism
White,Female,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,4,Felony,Public Order,Discharged,0,No Recidivism
White,Male,4,Felony,Public Order,Discharged,0,No Recidivism
White,Male,4,Felony,Public Order,Discharged,0,No Recidivism
White,Male,4,Felony,Public Order,Discharged,0,No Recidivism
White,Male,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,0,Felony,Public Order,Discharged,0,No Recidivism
White,Male,0,Felony,Public Order,Discharged,0,No Recidivism
White,Male,0,Felony,Public Order,Discharged,0,No Recidivism
White,Female,2,Felony,Public Order,Parole,0,No Recidivism
White,Female,2,Felony,Public Order,Parole,0,No Recidivism
White,Female,2,Felony,Public Order,Parole,0,No Recidivism
White,Female,2,Felony,Public Order,Parole,0,No Recidivism
White,Female,2,Felony,Public Order,Parole,0,No Recidivism
White,Female,3,Felony,Public Order,Parole,0,No Recidivism
White,Female,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,4,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,4,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
Native American,Male,1,Felony,Violent,Discharged,0,No Recidivism
Native American,Male,2,Felony,Violent,Discharged,0,No Recidivism
Native American,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Female,0,Felony,Violent,Discharged,0,No Recidivism
Black,Male,1,Misdemeanor,Violent,Discharged,0,No Recidivism
Black,Male,1,Felony,Violent,Discharged,0,No Recidivism
Black,Male,2,Felony,Violent,Discharged,0,No Recidivism
Black,Male,2,Felony,Violent,Discharged,0,No Recidivism
Black,Male,3,Felony,Violent,Discharged,0,No Recidivism
Black,Male,0,Felony,Violent,Discharged,0,No Recidivism
Black,Male,0,Felony,Violent,Discharged,0,No Recidivism
Black,Male,0,Felony,Violent,Discharged,0,No Recidivism
Black,Female,1,Felony,Violent,Parole,0,No Recidivism
Black,Female,1,Misdemeanor,Violent,Parole,0,No Recidivism
Black,Female,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,2,Felony,Violent,Parole,0,No Recidivism
Black,Male,4,Felony,Violent,Parole,0,No Recidivism
Black,Male,0,Felony,Violent,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Violent,Discharged,0,No Recidivism
Hispanic,Male,0,Misdemeanor,Violent,Discharged,0,No Recidivism
Hispanic,Female,1,Felony,Violent,Parole,0,No Recidivism
Hispanic,Female,2,Misdemeanor,Violent,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Violent,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Violent,Parole,0,No Recidivism
Hispanic,Male,0,Felony,Violent,Parole,0,No Recidivism
White,Female,1,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Female,1,Felony,Violent,Discharged,0,No Recidivism
White,Female,1,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Female,3,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Female,3,Felony,Violent,Discharged,0,No Recidivism
White,Female,0,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Felony,Violent,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Male,2,Felony,Violent,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,3,Felony,Violent,Discharged,0,No Recidivism
White,Male,4,Felony,Violent,Discharged,0,No Recidivism
White,Male,0,Felony,Violent,Discharged,0,No Recidivism
White,Female,1,Misdemeanor,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,1,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,2,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,3,Felony,Violent,Parole,0,No Recidivism
White,Male,0,Felony,Violent,Parole,0,No Recidivism
White,Male,0,Felony,Violent,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,1,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
Black,Male,4,Felony,Public Order,Discharged,0,No Recidivism
Black,Male,0,Felony,Public Order,Discharged,0,No Recidivism
Black,Female,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Black,Male,1,Felony,Public Order,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,1,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,2,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,3,Felony,Public Order,Discharged,0,No Recidivism
White,Male,4,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,4,Felony,Public Order,Discharged,0,No Recidivism
White,Male,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,0,Felony,Public Order,Discharged,0,No Recidivism
White,Male,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Male,0,Misdemeanor,Public Order,Discharged,0,No Recidivism
White,Female,3,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Felony,Public Order,Parole,0,No Recidivism
White,Male,1,Misdemeanor,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,2,Felony,Public Order,Parole,0,No Recidivism
White,Male,0,Felony,Public Order,Parole,0,No Recidivism
Native American,Male,1,Felony,Drug,Parole,0,No Recidivism
Black,Male,1,Felony,Drug,Discharged,0,No Recidivism
Black,Male,1,Felony,Drug,Discharged,0,No Recidivism
Black,Male,3,Felony,Drug,Discharged,0,No Recidivism
Black,Male,0,Felony,Drug,Discharged,0,No Recidivism
Black,Female,1,Felony,Drug,Parole,0,No Recidivism
Black,Male,1,Felony,Drug,Parole,0,No Recidivism
Black,Male,4,Felony,Drug,Parole,0,No Recidivism
Black,Male,0,Felony,Drug,Parole,0,No Recidivism
Hispanic,Male,1,Felony,Drug,Discharged,0,No Recidivism
Hispanic,Male,0,Felony,Drug,Discharged,0,No Recidivism
Hispanic,Male,1,Felony,Drug,Parole,0,No Recidivism
Hispanic,Male,2,Felony,Drug,Parole,0,No Recidivism
Hispanic,Male,3,Felony,Drug,Parole,0,No Recidivism
Hispanic,Male,0,Felony,Drug,Parole,0,No Recidivism
White,Female,2,Felony,Drug,Discharged,0,No Recidivism
White,Female,0,Felony,Drug,Discharged,0,No Recidivism
White,Male,2,Felony,Drug,Discharged,0,No Recidivism
White,Male,3,Felony,Drug,Discharged,0,No Recidivism
White,Male,3,Misdemeanor,Drug,Discharged,0,No Recidivism
White,Female,1,Felony,Drug,Parole,0,No Recidivism
White,Female,2,Felony,Drug,Parole,0,No Recidivism
White,Female,2,Felony,Drug,Parole,0,No Recidivism
White,Male,3,Felony,Drug,Parole,0,No Recidivism
White,Male,0,Misdemeanor,Drug,Parole,0,No Recidivism
